Office,Office (Code),Origin,Field of technology,Year,Patent Count
European Patent Office,EP,Total,30 - Thermal processes and apparatus,1997,957.0
European Patent Office,EP,Total,31 - Mechanical elements,1997,2359.0
European Patent Office,EP,Total,32 - Transport,1997,3037.0
European Patent Office,EP,Total,"33 - Furniture, games",1997,1307.0
European Patent Office,EP,Total,34 - Other consumer goods,1997,1185.0
European Patent Office,EP,Total,35 - Civil engineering,1997,1982.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",1997,6325.0
United States of America,US,Total,2 - Audio-visual technology,1997,5512.0
United States of America,US,Total,3 - Telecommunications,1997,3202.0
United States of America,US,Total,4 - Digital communication,1997,1664.0
United States of America,US,Total,5 - Basic communication processes,1997,1985.0
United States of America,US,Total,6 - Computer technology,1997,7580.0
United States of America,US,Total,7 - IT methods for management,1997,216.0
United States of America,US,Total,8 - Semiconductors,1997,4557.0
United States of America,US,Total,9 - Optics,1997,5831.0
United States of America,US,Total,10 - Measurement,1997,5162.0
United States of America,US,Total,11 - Analysis of biological materials,1997,881.0
United States of America,US,Total,12 - Control,1997,1860.0
United States of America,US,Total,13 - Medical technology,1997,6040.0
United States of America,US,Total,14 - Organic fine chemistry,1997,4626.0
United States of America,US,Total,15 - Biotechnology,1997,3194.0
United States of America,US,Total,16 - Pharmaceuticals,1997,3362.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",1997,2480.0
United States of America,US,Total,18 - Food chemistry,1997,769.0
United States of America,US,Total,19 - Basic materials chemistry,1997,2975.0
United States of America,US,Total,"20 - Materials, metallurgy",1997,1888.0
United States of America,US,Total,"21 - Surface technology, coating",1997,1764.0
United States of America,US,Total,22 - Micro-structural and nano-technology,1997,54.0
United States of America,US,Total,23 - Chemical engineering,1997,3122.0
United States of America,US,Total,24 - Environmental technology,1997,1422.0
United States of America,US,Total,25 - Handling,1997,3326.0
United States of America,US,Total,26 - Machine tools,1997,3123.0
United States of America,US,Total,"27 - Engines, pumps, turbines",1997,2871.0
United States of America,US,Total,28 - Textile and paper machines,1997,3104.0
United States of America,US,Total,29 - Other special machines,1997,4127.0
United States of America,US,Total,30 - Thermal processes and apparatus,1997,1227.0
United States of America,US,Total,31 - Mechanical elements,1997,3458.0
United States of America,US,Total,32 - Transport,1997,4686.0
United States of America,US,Total,"33 - Furniture, games",1997,3802.0
United States of America,US,Total,34 - Other consumer goods,1997,2826.0
United States of America,US,Total,35 - Civil engineering,1997,3271.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",1998,4459.0
European Patent Office,EP,Total,2 - Audio-visual technology,1998,2940.0
European Patent Office,EP,Total,3 - Telecommunications,1998,2944.0
European Patent Office,EP,Total,4 - Digital communication,1998,1672.0
European Patent Office,EP,Total,5 - Basic communication processes,1998,1016.0
European Patent Office,EP,Total,6 - Computer technology,1998,3207.0
European Patent Office,EP,Total,7 - IT methods for management,1998,185.0
European Patent Office,EP,Total,8 - Semiconductors,1998,1711.0
European Patent Office,EP,Total,9 - Optics,1998,2778.0
European Patent Office,EP,Total,10 - Measurement,1998,3083.0
European Patent Office,EP,Total,11 - Analysis of biological materials,1998,728.0
European Patent Office,EP,Total,12 - Control,1998,1266.0
European Patent Office,EP,Total,13 - Medical technology,1998,3257.0
European Patent Office,EP,Total,14 - Organic fine chemistry,1998,3083.0
European Patent Office,EP,Total,15 - Biotechnology,1998,2185.0
European Patent Office,EP,Total,16 - Pharmaceuticals,1998,2640.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",1998,2134.0
European Patent Office,EP,Total,18 - Food chemistry,1998,692.0
European Patent Office,EP,Total,19 - Basic materials chemistry,1998,2605.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",1998,1509.0
European Patent Office,EP,Total,"21 - Surface technology, coating",1998,1315.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,1998,42.0
European Patent Office,EP,Total,23 - Chemical engineering,1998,2215.0
European Patent Office,EP,Total,24 - Environmental technology,1998,1037.0
European Patent Office,EP,Total,25 - Handling,1998,2595.0
European Patent Office,EP,Total,26 - Machine tools,1998,2097.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",1998,2057.0
European Patent Office,EP,Total,28 - Textile and paper machines,1998,2516.0
European Patent Office,EP,Total,29 - Other special machines,1998,2675.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,1998,1159.0
European Patent Office,EP,Total,31 - Mechanical elements,1998,2699.0
European Patent Office,EP,Total,32 - Transport,1998,3603.0
European Patent Office,EP,Total,"33 - Furniture, games",1998,1383.0
European Patent Office,EP,Total,34 - Other consumer goods,1998,1350.0
European Patent Office,EP,Total,35 - Civil engineering,1998,2475.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",1998,8208.0
United States of America,US,Total,2 - Audio-visual technology,1998,7814.0
United States of America,US,Total,3 - Telecommunications,1998,5121.0
United States of America,US,Total,4 - Digital communication,1998,2755.0
United States of America,US,Total,5 - Basic communication processes,1998,2765.0
United States of America,US,Total,6 - Computer technology,1998,12029.0
United States of America,US,Total,7 - IT methods for management,1998,502.0
United States of America,US,Total,8 - Semiconductors,1998,6251.0
United States of America,US,Total,9 - Optics,1998,7871.0
United States of America,US,Total,10 - Measurement,1998,6506.0
United States of America,US,Total,11 - Analysis of biological materials,1998,1256.0
United States of America,US,Total,12 - Control,1998,2523.0
United States of America,US,Total,13 - Medical technology,1998,8093.0
United States of America,US,Total,14 - Organic fine chemistry,1998,5069.0
United States of America,US,Total,15 - Biotechnology,1998,4523.0
United States of America,US,Total,16 - Pharmaceuticals,1998,3893.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",1998,2804.0
United States of America,US,Total,18 - Food chemistry,1998,991.0
United States of America,US,Total,19 - Basic materials chemistry,1998,3548.0
United States of America,US,Total,"20 - Materials, metallurgy",1998,2178.0
United States of America,US,Total,"21 - Surface technology, coating",1998,2223.0
United States of America,US,Total,22 - Micro-structural and nano-technology,1998,69.0
United States of America,US,Total,23 - Chemical engineering,1998,3617.0
United States of America,US,Total,24 - Environmental technology,1998,1774.0
United States of America,US,Total,25 - Handling,1998,4299.0
United States of America,US,Total,26 - Machine tools,1998,3843.0
United States of America,US,Total,"27 - Engines, pumps, turbines",1998,3499.0
United States of America,US,Total,28 - Textile and paper machines,1998,3886.0
United States of America,US,Total,29 - Other special machines,1998,5086.0
United States of America,US,Total,30 - Thermal processes and apparatus,1998,1632.0
United States of America,US,Total,31 - Mechanical elements,1998,4368.0
United States of America,US,Total,32 - Transport,1998,6215.0
United States of America,US,Total,"33 - Furniture, games",1998,4885.0
United States of America,US,Total,34 - Other consumer goods,1998,3608.0
United States of America,US,Total,35 - Civil engineering,1998,4010.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",1999,4883.0
European Patent Office,EP,Total,2 - Audio-visual technology,1999,3242.0
European Patent Office,EP,Total,3 - Telecommunications,1999,3381.0
European Patent Office,EP,Total,4 - Digital communication,1999,2022.0
European Patent Office,EP,Total,5 - Basic communication processes,1999,1086.0
European Patent Office,EP,Total,6 - Computer technology,1999,3496.0
European Patent Office,EP,Total,7 - IT methods for management,1999,221.0
European Patent Office,EP,Total,8 - Semiconductors,1999,1737.0
European Patent Office,EP,Total,9 - Optics,1999,2737.0
European Patent Office,EP,Total,10 - Measurement,1999,3204.0
European Patent Office,EP,Total,11 - Analysis of biological materials,1999,748.0
European Patent Office,EP,Total,12 - Control,1999,1479.0
European Patent Office,EP,Total,13 - Medical technology,1999,3967.0
European Patent Office,EP,Total,14 - Organic fine chemistry,1999,3225.0
European Patent Office,EP,Total,15 - Biotechnology,1999,2280.0
European Patent Office,EP,Total,16 - Pharmaceuticals,1999,2895.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",1999,2184.0
European Patent Office,EP,Total,18 - Food chemistry,1999,752.0
European Patent Office,EP,Total,19 - Basic materials chemistry,1999,2708.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",1999,1605.0
European Patent Office,EP,Total,"21 - Surface technology, coating",1999,1319.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,1999,41.0
European Patent Office,EP,Total,23 - Chemical engineering,1999,2307.0
European Patent Office,EP,Total,24 - Environmental technology,1999,1072.0
European Patent Office,EP,Total,25 - Handling,1999,2837.0
European Patent Office,EP,Total,26 - Machine tools,1999,2297.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",1999,2383.0
European Patent Office,EP,Total,28 - Textile and paper machines,1999,2802.0
European Patent Office,EP,Total,29 - Other special machines,1999,3009.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,1999,1159.0
European Patent Office,EP,Total,31 - Mechanical elements,1999,2933.0
European Patent Office,EP,Total,32 - Transport,1999,3927.0
European Patent Office,EP,Total,"33 - Furniture, games",1999,1671.0
European Patent Office,EP,Total,34 - Other consumer goods,1999,1506.0
European Patent Office,EP,Total,35 - Civil engineering,1999,2629.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",1999,8836.0
United States of America,US,Total,2 - Audio-visual technology,1999,7611.0
United States of America,US,Total,3 - Telecommunications,1999,5662.0
United States of America,US,Total,4 - Digital communication,1999,3188.0
United States of America,US,Total,5 - Basic communication processes,1999,2854.0
United States of America,US,Total,6 - Computer technology,1999,12325.0
United States of America,US,Total,7 - IT methods for management,1999,637.0
United States of America,US,Total,8 - Semiconductors,1999,7762.0
United States of America,US,Total,9 - Optics,1999,7406.0
United States of America,US,Total,10 - Measurement,1999,6439.0
United States of America,US,Total,11 - Analysis of biological materials,1999,1153.0
United States of America,US,Total,12 - Control,1999,2611.0
United States of America,US,Total,13 - Medical technology,1999,7877.0
United States of America,US,Total,14 - Organic fine chemistry,1999,5033.0
United States of America,US,Total,15 - Biotechnology,1999,4497.0
United States of America,US,Total,16 - Pharmaceuticals,1999,4228.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",1999,2761.0
United States of America,US,Total,18 - Food chemistry,1999,1310.0
United States of America,US,Total,19 - Basic materials chemistry,1999,3870.0
United States of America,US,Total,"20 - Materials, metallurgy",1999,2338.0
United States of America,US,Total,"21 - Surface technology, coating",1999,2452.0
United States of America,US,Total,22 - Micro-structural and nano-technology,1999,79.0
United States of America,US,Total,23 - Chemical engineering,1999,3901.0
United States of America,US,Total,24 - Environmental technology,1999,1739.0
United States of America,US,Total,25 - Handling,1999,4531.0
United States of America,US,Total,26 - Machine tools,1999,4310.0
United States of America,US,Total,"27 - Engines, pumps, turbines",1999,3429.0
United States of America,US,Total,28 - Textile and paper machines,1999,3921.0
United States of America,US,Total,29 - Other special machines,1999,5156.0
United States of America,US,Total,30 - Thermal processes and apparatus,1999,1736.0
